TransactionID,AccountID,TransactionDate,TransactionAmount,TransactionType,TransactionChannel,ProductID,Status
210,116,5/27/2022,-2692.66,Credit,Mobile,1009,Failed
211,142,6/13/2023,-3985.59,Credit,Web,1015,Success
212,82,9/15/2023,1025.75,Debit,Mobile,1013,Failed
213,140,2/2/2022,-1517.06,Credit,ATM,1015,Success
214,156,9/9/2023,1140.73,Debit,ATM,1020,Success
215,141,1/3/2022,4728.78,Debit,Mobile,1011,Success
216,193,3/21/2023,1617.4,Debit,Mobile,1023,Success
217,150,6/21/2023,3957.09,Debit,Web,1009,Success
218,114,2/14/2023,-911.3,Credit,Web,1010,Success
219,125,7/19/2024,3798.13,Debit,Mobile,1021,Success
220,17,8/10/2023,3055.86,Debit,Web,1008,Success
221,133,7/29/2022,732.39,Debit,Mobile,1025,Success
222,131,1/25/2021,-798.38,Credit,Web,1001,Success
223,87,6/17/2024,85.4,Debit,ATM,1001,Success
224,182,4/6/2022,-4228.41,Credit,ATM,1011,Success
225,82,5/10/2021,179.61,Debit,Mobile,1004,Success
226,61,9/1/2025,1290.27,Debit,Web,1007,Success
227,127,5/11/2021,3177.77,Debit,Mobile,1015,Success
228,132,6/19/2024,4345.69,Debit,Mobile,1000,Success
229,19,9/19/2021,2844.91,Debit,Mobile,1011,Success
230,41,9/3/2021,-3940.38,Credit,Mobile,1003,Success
231,27,11/6/2024,3012.49,Debit,ATM,1008,Success
232,133,5/30/2025,-2073.86,Credit,Web,1015,Success
233,51,3/26/2024,-1885.76,Credit,ATM,1025,Success
234,111,8/12/2023,1457.85,Debit,Mobile,1023,Success
235,123,10/25/2021,3417.17,Debit,ATM,1007,Success
236,182,5/30/2023,4798.65,Debit,Mobile,1003,Success
237,107,8/12/2022,-2573.36,Credit,Mobile,1017,Success
238,51,7/26/2024,1992.87,Debit,Mobile,1003,Success
239,108,11/12/2020,836.38,Debit,Mobile,1024,Success
240,87,3/28/2021,-2050.66,Credit,Web,1014,Success
241,37,10/31/2024,-1331.14,Credit,Mobile,1018,Success
242,66,2/14/2020,-2074.82,Credit,Mobile,1005,Success
243,169,8/27/2025,1565.3,Debit,Mobile,1007,Success
244,39,5/9/2021,2279.53,Debit,Mobile,1016,Success
245,144,3/5/2025,4247.58,Debit,Web,1007,Success
246,145,5/21/2020,1522.51,Debit,ATM,1018,Success
247,191,12/31/2020,-4865.28,Credit,Mobile,1015,Success
248,127,10/18/2023,3535.34,Debit,Mobile,1005,Success
249,59,7/21/2024,-4226.87,Credit,Mobile,1017,Success
250,77,10/7/2023,2108.65,Debit,Web,1015,Success
251,108,2/4/2022,3837.87,Debit,ATM,1021,Success
252,84,1/30/2024,-3185.52,Credit,Mobile,1006,Success
253,13,2/7/2021,4276.1,Debit,Web,1024,Success
254,116,6/10/2021,-1788.75,Credit,Mobile,1025,Success
255,161,12/12/2021,2546.83,Debit,Mobile,1014,Success
256,76,10/20/2022,4239.12,Debit,Mobile,1001,Success
257,58,2/17/2023,3134.7,Debit,ATM,1014,Success
258,158,11/14/2022,-4308.21,Credit,Web,1018,Success
259,75,1/2/2021,1573.35,Debit,Mobile,1000,Success
260,75,9/3/2021,-1872.17,Credit,Mobile,1021,Success
261,131,8/1/2022,-3582.45,Credit,Mobile,1001,Success
262,56,5/1/2021,-2284.64,Credit,Mobile,1008,Success
263,69,10/13/2022,1531.85,Debit,Web,1002,Success
264,73,11/24/2021,-1271.97,Credit,Mobile,1004,Success
265,191,7/29/2024,2409.19,Debit,Mobile,1020,Success
266,122,5/29/2025,4700.7,Debit,Web,1003,Success
267,17,7/9/2023,217.09,Debit,Web,1004,Success
268,97,7/20/2024,-3456.63,Credit,Mobile,1007,Success
269,50,7/27/2023,1750.21,Debit,ATM,1023,Success
270,71,12/22/2023,4050.24,Debit,Web,1013,Success
271,41,8/30/2022,4541.13,Debit,Mobile,1009,Success
272,17,2/4/2021,3571.99,Debit,Mobile,1020,Success
273,95,5/7/2021,3757.71,Debit,Mobile,1004,Success
274,102,7/28/2025,-1701.91,Credit,Web,1023,Success
275,127,4/8/2024,2786.93,Debit,Mobile,1020,Failed
276,146,5/22/2020,-4294.15,Credit,Mobile,1025,Success
277,18,12/22/2021,2137.66,Debit,Mobile,1001,Success
278,67,5/6/2022,3181.32,Debit,ATM,1016,Success
279,69,11/11/2020,2691.26,Debit,Web,1001,Success
280,139,7/17/2024,3644.03,Debit,Web,1019,Success
281,142,4/4/2021,4505.78,Debit,ATM,1011,Success
282,35,8/13/2023,1862.73,Debit,Mobile,1018,Success
283,166,1/26/2023,3367.47,Debit,Web,1026,Success
284,44,12/1/2020,-197.34,Credit,Web,1000,Success
285,108,12/16/2025,4460.64,Debit,Web,1021,Success
286,48,2/2/2022,-278.16,Credit,Web,1018,Success
287,65,10/11/2022,-4864.25,Credit,Mobile,1013,Success
288,73,6/27/2025,-1680.21,Credit,Mobile,1002,Success
289,167,1/11/2020,-43.53,Credit,Mobile,1023,Success
290,109,11/18/2024,3293.39,Debit,Mobile,1012,Success
291,29,2/14/2020,-71.01,Credit,Mobile,1006,Success
292,6,4/29/2020,-889.61,Credit,Web,1021,Success
293,102,7/25/2020,1970.3,Debit,Mobile,1021,Success
294,16,1/31/2021,2509.33,Debit,Web,1024,Success
295,24,2/7/2020,47.5,Debit,ATM,1015,Success
296,136,5/6/2020,-3681.38,Credit,Web,1007,Success
297,38,6/28/2024,1563.32,Debit,Mobile,1015,Success
298,167,5/13/2020,-993.55,Credit,Web,1010,Success
299,91,1/22/2025,-2542.37,Credit,Mobile,1005,Success
300,73,3/10/2020,-4352.12,Credit,Mobile,1020,Success
301,57,4/11/2023,4835.59,Debit,ATM,1022,Success
302,101,11/8/2024,849.24,Debit,Web,1013,Success
303,117,11/26/2020,2785.38,Debit,ATM,1003,Success
304,98,7/6/2024,601.17,Debit,ATM,1004,Success
305,130,9/20/2024,749.68,Debit,Mobile,1025,Success
306,179,2/19/2024,-3203.85,Credit,ATM,1007,Success
307,13,12/30/2023,3190.21,Debit,ATM,1018,Success
308,70,1/5/2024,637.7,Debit,Mobile,1020,Success
309,134,11/11/2020,3699.6,Debit,ATM,1020,Success
310,37,1/10/2024,3420.64,Debit,Web,1022,Success
311,164,8/20/2021,4851.18,Debit,Web,1023,Success
312,73,2/3/2022,3560.43,Debit,Mobile,1024,Success
313,154,10/31/2023,-2580.6,Credit,ATM,1010,Success
314,67,5/24/2025,974.94,Debit,Mobile,1000,Success
315,33,12/31/2021,2545.36,Debit,ATM,1023,Success
316,119,11/30/2020,4649.58,Debit,Mobile,1001,Success
317,89,1/1/2025,-823.79,Credit,Mobile,1019,Success
318,18,8/31/2021,1114.03,Debit,Web,1021,Success
319,23,6/20/2020,1423.02,Debit,Mobile,1003,Failed
320,60,12/18/2020,1633.46,Debit,Web,1014,Success
321,15,12/23/2020,3338.5,Debit,Web,1006,Success
322,26,12/21/2025,4559.05,Debit,Mobile,1003,Success
323,174,10/21/2020,4619.5,Debit,Mobile,1015,Success
324,59,4/26/2020,-2995.39,Credit,Web,1026,Success
325,105,8/4/2022,-227.49,Credit,Web,1001,Success
326,16,10/16/2023,835.09,Debit,Mobile,1012,Success
327,104,12/2/2023,2541.13,Debit,Web,1011,Success
328,31,6/6/2025,-3659.05,Credit,Mobile,1002,Success
329,99,6/20/2024,4046.33,Debit,Mobile,1018,Success
330,110,4/13/2022,4335.07,Debit,ATM,1021,Success
331,106,10/25/2023,-2124.01,Credit,ATM,1005,Success
332,147,1/9/2025,2376.94,Debit,Mobile,1009,Success
333,170,12/3/2025,3052.74,Debit,Web,1015,Success
334,21,9/7/2024,4903.35,Debit,Mobile,1008,Success
335,56,3/28/2024,-4655.09,Credit,Web,1020,Success
336,28,12/14/2020,1774.39,Debit,Web,1024,Success
337,119,3/1/2021,2744.32,Debit,Mobile,1012,Success
338,114,12/17/2021,405.8,Debit,Mobile,1008,Success
339,96,3/18/2024,2460.18,Debit,Web,1020,Success
340,135,8/4/2023,-4727.87,Credit,ATM,1012,Success
341,106,2/27/2022,3203.68,Debit,Mobile,1012,Success
342,101,4/29/2021,1248.2,Debit,Web,1004,Success
343,103,2/15/2022,1395.76,Debit,Mobile,1017,Success
344,27,6/24/2020,-4302.39,Credit,Web,1013,Failed
345,155,8/26/2020,3071.53,Debit,ATM,1003,Success
346,178,3/4/2024,3785.88,Debit,ATM,1021,Success
347,85,4/15/2024,-3279.3,Credit,Web,1025,Success
348,39,3/21/2020,-4494.9,Credit,Mobile,1016,Success
349,192,4/13/2022,2166.24,Debit,Mobile,1011,Success
350,83,3/12/2020,-4600.91,Credit,Mobile,1012,Success
351,84,5/21/2023,113.9,Debit,Mobile,1008,Success
352,102,11/7/2020,1519.74,Debit,Web,1017,Success
353,18,9/12/2025,92.15,Debit,Mobile,1011,Success
354,96,7/25/2020,2702.79,Debit,ATM,1016,Success
355,116,10/23/2020,-804.89,Credit,Web,1005,Success
356,60,3/7/2020,2708.48,Debit,Mobile,1018,Success
357,102,1/8/2024,163.8,Debit,Web,1017,Success
358,68,2/18/2025,3301.68,Debit,Mobile,1007,Success
359,20,1/28/2023,4620.32,Debit,ATM,1000,Success
360,190,6/28/2023,1128.37,Debit,Mobile,1018,Success
361,173,10/14/2024,3652.33,Debit,Mobile,1016,Success
362,57,9/20/2023,-3419.87,Credit,ATM,1000,Success
363,64,10/15/2023,2813.25,Debit,Web,1007,Success
364,125,3/26/2023,4981.62,Debit,Mobile,1004,Success
365,105,5/11/2020,-2400.88,Credit,ATM,1002,Success
366,21,7/27/2023,-3013.44,Credit,ATM,1012,Success
367,119,5/24/2022,-4674.51,Credit,Mobile,1016,Success
368,93,11/12/2025,-3444.1,Credit,Mobile,1010,Success
369,1,5/15/2021,2756.62,Debit,ATM,1019,Success
370,27,3/5/2024,4774.72,Debit,ATM,1016,Success
371,45,8/9/2021,2477.49,Debit,Mobile,1009,Success
372,54,3/13/2020,-2697.44,Credit,Web,1004,Success
373,1,3/15/2023,-647.01,Credit,Mobile,1005,Success
374,33,1/12/2024,-2015.66,Credit,ATM,1017,Success
375,10,8/31/2023,1070.74,Debit,Mobile,1017,Success
376,189,12/21/2022,4482.88,Debit,Mobile,1017,Success
377,6,1/25/2020,-4384.69,Credit,Web,1000,Success
378,123,5/8/2020,-2556.12,Credit,Mobile,1010,Success
379,161,3/22/2024,167.56,Debit,ATM,1005,Success
380,56,9/25/2020,4419.26,Debit,ATM,1011,Failed
381,183,3/14/2021,1804.28,Debit,Mobile,1001,Success
382,49,12/23/2024,2661,Debit,Web,1019,Success
383,153,9/8/2025,-3648.69,Credit,Mobile,1008,Success
384,130,4/1/2021,515.23,Debit,Mobile,1026,Success
385,174,6/30/2024,4471.68,Debit,Web,1018,Success
386,79,2/22/2023,-3401.17,Credit,Web,1021,Success
387,21,3/31/2021,1949.54,Debit,ATM,1014,Success
388,77,5/3/2024,-1060.29,Credit,Mobile,1019,Success
389,73,7/19/2020,3320.35,Debit,ATM,1026,Success
390,114,5/5/2024,197.93,Debit,Mobile,1016,Success
391,58,11/4/2023,-458.45,Credit,ATM,1013,Success
392,29,6/28/2023,2802.69,Debit,Mobile,1026,Success
393,142,3/8/2025,596.54,Debit,Web,1022,Success
394,81,3/22/2020,4300.75,Debit,Mobile,1014,Success
395,22,11/16/2022,-3600.49,Credit,Mobile,1002,Success
396,167,4/15/2022,4960.44,Debit,Web,1007,Success
397,85,11/14/2020,2593.85,Debit,Mobile,1022,Success
398,135,12/15/2022,-4235.46,Credit,Web,1018,Success
399,193,3/29/2024,-2874.99,Credit,Mobile,1015,Success
400,58,6/21/2021,-159.15,Credit,Mobile,1017,Success
401,119,11/9/2020,2302.9,Debit,ATM,1019,Success
402,24,9/19/2025,-546.28,Credit,Mobile,1005,Success
403,44,12/13/2021,3305.68,Debit,ATM,1024,Success
404,9,10/6/2020,-3878.7,Credit,Web,1018,Success
405,154,3/4/2021,2913.86,Debit,Web,1000,Success
406,93,8/21/2020,-3931.44,Credit,Web,1021,Success
407,168,6/5/2025,2797.68,Debit,Web,1026,Success
408,77,4/15/2020,-4953.04,Credit,Web,1011,Success
409,53,5/7/2024,-1133.25,Credit,Mobile,1016,Success
410,78,8/12/2023,1754.8,Debit,Mobile,1017,Success
411,27,7/15/2025,-4812.13,Credit,ATM,1016,Success
412,107,6/5/2021,109.5,Debit,Web,1014,Success
413,70,10/3/2023,2402.03,Debit,Mobile,1025,Success
414,33,7/3/2023,512.59,Debit,ATM,1016,Success
415,178,4/28/2022,-2623.11,Credit,ATM,1023,Success
416,30,12/23/2024,2823.16,Debit,Mobile,1026,Success
417,20,8/3/2024,4259.32,Debit,Mobile,1008,Success
418,12,9/17/2021,358.03,Debit,Mobile,1000,Success
419,15,8/9/2023,-712.14,Credit,Web,1002,Success
420,151,11/17/2022,-1597.63,Credit,Mobile,1002,Success
421,93,4/6/2024,2249.67,Debit,Mobile,1005,Success
422,78,3/23/2023,2464.84,Debit,Mobile,1010,Success
423,156,11/14/2022,3047.94,Debit,Web,1021,Success
424,32,5/12/2022,-2340.31,Credit,Web,1003,Success
425,102,3/6/2025,-976.27,Credit,Web,1002,Success
426,71,9/14/2021,478.34,Debit,Web,1004,Success
427,193,12/5/2022,3980.5,Debit,Mobile,1009,Success
428,117,2/1/2020,3088.57,Debit,Mobile,1002,Success
429,159,8/31/2023,-4212.53,Credit,ATM,1025,Success
430,66,2/18/2022,2906.46,Debit,Mobile,1016,Success
431,159,5/19/2023,-3895.5,Credit,ATM,1022,Success
432,69,1/3/2023,3886.76,Debit,Mobile,1009,Success
433,95,4/21/2021,-2414.18,Credit,Mobile,1010,Success
434,96,3/8/2022,4480.35,Debit,Mobile,1009,Success
435,5,1/17/2021,-744.21,Credit,Web,1018,Success
436,101,5/30/2023,2849.14,Debit,Web,1018,Success
437,136,9/1/2023,3813.76,Debit,Mobile,1010,Success
438,127,9/3/2020,-2470.51,Credit,Mobile,1000,Success
439,14,1/20/2022,-1270.54,Credit,Mobile,1026,Success
440,39,4/21/2020,918.94,Debit,Mobile,1026,Success
441,103,11/10/2020,1677.5,Debit,Web,1026,Success
442,131,1/4/2024,-217.04,Credit,Mobile,1020,Failed
443,111,11/3/2021,1813.53,Debit,Web,1009,Success
444,191,5/31/2023,1413.77,Debit,ATM,1019,Success
445,92,9/8/2022,2859.93,Debit,Mobile,1001,Success
446,150,6/21/2021,3498.17,Debit,Web,1004,Success
447,147,8/22/2025,-1953.68,Credit,ATM,1017,Success
448,33,7/4/2020,3873.38,Debit,Mobile,1024,Failed
449,99,10/27/2024,3925.03,Debit,Web,1015,Success
450,91,2/15/2025,-3191.88,Credit,Mobile,1010,Success
451,93,6/16/2024,2355.85,Debit,Mobile,1023,Success
452,45,1/12/2022,-1766.51,Credit,Mobile,1008,Success
453,1,11/15/2023,-4844.29,Credit,Web,1011,Success
454,82,2/6/2022,-69.03,Credit,Web,1017,Success
455,107,8/25/2021,1471.28,Debit,Web,1023,Success
456,180,1/13/2021,-1003.21,Credit,ATM,1007,Success
457,70,9/5/2024,-4681.73,Credit,ATM,1015,Success
